Kingdom,Phylum,Class,Order,Family,Genus,Species
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__globispora
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,s__wieringae
k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,NA,NA,NA
k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,NA,NA,NA
k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Stagonosporopsis,s__valerianellae
k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetales_fam_Incertae_sedis,g__Candida,s__bombi
k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Pyrenochaetopsis,NA
k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetales_fam_Incertae_sedis,g__Starmerella,s__bombicola
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Typhulaceae,g__Typhula,s__micans
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Leptobacillium,s__leptobactrum
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__victoriae
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Phaeobotryon,s__negundinis
k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,s__mucilaginosa
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,NA,NA
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Juncaceicola,NA
k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetales_fam_Incertae_sedis,g__Candida,s__riodocensis
k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Metschnikowiaceae,g__Metschnikowia,NA
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Briansuttonomyces,s__eucalypti
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,g__Acrodontium,NA
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Verticillium,s__albo-atrum
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Cuniculitremaceae,g__Kockovaella,NA
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Microbotryomycetes_ord_Incertae_sedis,f__Microbotryomycetes_fam_Incertae_sedis,g__Curvibasidium,s__cygneicollum
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Rhynchogastremataceae,g__Papiliotrema,s__nemorosus
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Cantharellales_fam_Incertae_sedis,g__Sistotrema,s__brinkmannii
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,s__chernovii
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__basiparvispora
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,g__Capnocheirides,NA
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__dichotoma
k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiomycetes_ord_Incertae_sedis,f__Symmetrosporaceae,g__Symmetrospora,s__gracilis
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleraceae,g__Genolevuria,s__tibetensis
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Myxotrichaceae,NA,NA
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Holtermanniales,f__Holtermanniales_fam_Incertae_sedis,g__Holtermanniella,s__festucosa
k__Fungi,p__Ascomycota,c__Pezizomycotina_cls_Incertae_sedis,o__Pezizomycotina_ord_Incertae_sedis,f__Pezizomycotina_fam_Incertae_sedis,g__Rutola,s__graminis
k__Fungi,p__Ascomycota,c__Sordariomycetes,NA,NA,NA,NA
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,NA
k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__victoriae
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,NA
k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,s__nothofagi
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Neodevriesiaceae,g__Neodevriesia,NA
k__Fungi,p__Basidiomycota,c__Tremellomycetes,NA,NA,NA,NA
k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Kondoaceae,g__Kondoa,s__changbaiensis
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,NA,NA
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,g__Apiotrichum,s__porosum
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Myxotrichaceae,g__Oidiodendron,NA
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,NA,NA,NA
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleraceae,g__Genolevuria,NA
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Leptosphaerulina,s__nitida
k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetales_fam_Incertae_sedis,g__Starmerella,s__lactis-condensi
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Microbotryomycetes_ord_Incertae_sedis,f__Chrysozymaceae,g__Sampaiozyma,s__ingeniosa
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,s__wieringae
k__Fungi,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Taphrinaceae,g__Taphrina,s__padi
k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Mollisia,NA
k__Fungi,p__Chytridiomycota,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Neonectria,NA
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,f__Chaetosphaeriaceae,g__Dinemasporium,s__morbidum
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,g__Zasmidium,s__citrigriseum
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,s__wieringae
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Neoascochyta,s__desmazieri
k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Kondoaceae,g__Kondoa,NA
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Microdochiaceae,g__Microdochium,s__phragmitis
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__heimaeyensis
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Pseudeurotiaceae,NA,NA
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Trimorphomycetaceae,g__Saitozyma,s__paraflava
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,NA
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Paraphoma,s__rhaphiolepidis
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__victoriae
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,s__patagonica
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Urocystidales,f__Urocystidaceae,g__Urocystis,NA
k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetales_fam_Incertae_sedis,g__Candida,s__apicola
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__ellesmerensis
k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Exobasidiaceae,g__Exobasidium,NA
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Neocucurbitaria,NA
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,NA
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,NA
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,NA
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__psychrotolerans
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Myriangiales,NA,NA,NA
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,NA,NA,NA
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__cvjetkovicii
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,s__thomii
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__victoriae
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Crocicreas,NA
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,NA,NA,NA
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,s__babjevae
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Cystofilobasidiaceae,g__Cystofilobasidium,s__macerans
k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,NA,NA
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,NA,NA,NA
k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetales_fam_Incertae_sedis,g__Candida,s__bombi
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Sarocladium,s__kiliense
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__heterocaryoticus
k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Dipodascaceae,g__Saprochaete,s__gigas
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,p__Chytridiomycota,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Erythrobasidiales,f__Erythrobasidiaceae,g__Erythrobasidium,s__hasegawianum
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,NA,NA,NA
k__Fungi,NA,NA,NA,NA,NA,NA
k__Fungi,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Taphrinaceae,g__Taphrina,s__americana
k__Fungi,p__Ascomycota,NA,NA,NA,NA,NA
